X,Y,id,state_code_2021,state_name_2021,lga_code_2024,lga_name_2024,erp_2001,erp_2002,erp_2003,erp_2004,erp_2005,erp_2006,erp_2007,erp_2008,erp_2009,erp_2010,erp_2011,erp_2012,erp_2013,erp_2014,erp_2015,erp_2016,erp_2017,erp_2018,erp_2019,erp_2020,erp_2021,erp_2022,erp_2023,erp_2024,erp_change_number_2023_24,erp_change_per_cent_2023_24,area_km2,pop_density_2024_people_per_km2,births_2021_22,deaths_2021_22,natural_increase_2021_22,internal_arrivals_2021_22,internal_departures_2021_22,net_internal_migration_2021_22,overseas_arrivals_2021_22,overseas_departures_2021_22,net_overseas_migration_2021_22,births_2022_23,deaths_2022_23,natural_increase_2022_23,internal_arrivals_2022_23,internal_departures_2022_23,net_internal_migration_2022_23,overseas_arrivals_2022_23,overseas_departures_2022_23,net_overseas_migration_2022_23,births_2023_24,deaths_2023_24,natural_increase_2023_24,internal_arrivals_2023_24,internal_departures_2023_24,net_internal_migration_2023_24,overseas_arrivals_2023_24,overseas_departures_2023_24,net_overseas_migration_2023_24,green_space_by_LGA_Green_space_ha,pop_density,Green_Pct
0,0,"132","2",Victoria,"20570",Ballarat,"82333","83168","84190","84775","85663","86647","87796","89531","91390","93359","95185","96728","98344","99914","101479","103500","105551","107608","109773","111645","113504","116011","118126","121050","2924","2.4753","739.0321","163.7953","1384","1022","362","8091","6457","1634","873","362","511","1287","1040","247","5901","4926","975","1179","286","893","1386","962","424","6769","5019","1750","1074","324","750",,"163.795320933962",
0,0,"133","2",Victoria,"20660",Banyule,"117967","117559","117313","116661","117149","117963","119362","120580","122248","122780","122983","123584","124314","125107","126088","127447","128660","129645","130607","130294","127370","127427","129607","131931","2324","1.7931","62.5402","2109.539","1459","975","484","10194","11640","-1446","1881","862","1019","1405","1041","364","7860","8468","-608","3127","703","2424","1402","896","506","8415","8613","-198","2820","804","2016","1284.0967","2109.53914442231","20.5323407983985"
0,0,"134","2",Victoria,"20740",Bass Coast,"25243","25809","26224","26476","26894","26941","27408","27981","28561","29474","30233","30811","31331","31917","32576","33464","34748","36083","37440","38950","40675","41813","42729","43557","828","1.9378","865.8094","50.3078","381","429","-48","3713","2643","1070","200","84","116","328","437","-109","2784","1954","830","261","66","195","380","435","-55","2811","2091","720","239","76","163",,"50.3078391156298",
0,0,"135","2",Victoria,"20830",Baw Baw,"35850","35990","36283","36643","37079","37814","38503","39389","40516","42097","43389","44506","45627","46644","47837","49296","50883","52447","54047","55753","57618","59277","60636","61905","1269","2.0928","4027.6287","15.3701","757","461","296","5088","3863","1225","237","99","138","682","488","194","3885","2945","940","304","79","225","781","504","277","3873","3071","802","278","88","190",,"15.370086125367",
0,0,"136","2",Victoria,"20910",Bayside (Vic.),"88262","88717","89088","89394","89873","90807","92041","93535","94850","95594","96119","96971","98252","99797","101268","102912","103665","104623","105128","105018","102328","102241","104307","106118","1811","1.7362","37.2111","2851.783","812","846","-34","7894","8823","-929","2128","1252","876","744","839","-95","5588","5853","-265","3507","1081","2426","751","829","-78","6205","6270","-65","3190","1236","1954",,"2851.78347321095",
0,0,"137","2",Victoria,"21010",Benalla,"13886","13897","13878","13846","13829","13807","13802","13792","13796","13838","13818","13849","13878","13898","13923","13982","14049","14158","14237","14382","14436","14463","14529","14635","106","0.7296","2352.6398","6.2207","140","200","-60","1155","1088","67","36","16","20","107","206","-99","919","789","130","46","11","35","136","183","-47","968","845","123","43","13","30",,"6.22067177474427",
0,0,"138","2",Victoria,"21110",Boroondara,"156246","156886","157298","157885","158727","159605","161308","163408","165284","166326","167062","168483","170485","172660","174753","177276","178650","179386","179663","177875","169789","169632","174633","178008","3375","1.9326","60.1776","2958.044","1206","1155","51","13987","16163","-2176","5195","3227","1968","1093","1205","-112","10748","11519","-771","8651","2767","5884","1166","1159","7","10534","11795","-1261","7787","3158","4629","967.9082","2958.04418919997","16.0841941187419"
0,0,"139","2",Victoria,"21180",Brimbank,"167213","168499","169424","170953","172749","174231","177004","180561","185397","188895","191496","193774","196169","198468","200860","204190","206116","206977","206771","204213","196631","193392","196059","198152","2093","1.0675","123.3991","1605.782","2196","1339","857","11991","18391","-6400","3919","1615","2304","2130","1323","807","9011","12302","-3291","6432","1281","5151","2241","1247","994","9943","13255","-3312","5879","1468","4411","2772.7155","1605.78156566782","22.4694953204683"
0,0,"140","2",Victoria,"21270",Buloke,"7220","7171","7102","7026","6995","6957","6861","6789","6751","6622","6465","6434","6388","6335","6306","6284","6221","6214","6166","6156","6132","6120","6039","5956","-83","-1.3744","7998.247","0.7447","58","80","-22","425","430","-5","26","11","15","65","107","-42","263","327","-64","34","9","25","52","95","-43","269","330","-61","31","10","21",,"0.744663174318072",
0,0,"141","2",Victoria,"21370",Campaspe,"36011","36247","36457","36549","36779","36969","37020","37017","37021","36973","36855","37041","37213","37338","37429","37595","37799","37948","38128","38379","38556","38556","38296","38153","-143","-0.3734","4519.073","8.4427","383","403","-20","2776","2846","-70","153","63","90","397","474","-77","1944","2272","-328","195","50","145","383","432","-49","2020","2236","-216","179","57","122",,"8.44266069612064",
0,0,"142","2",Victoria,"21450",Cardinia,"46720","47840","50038","52864","55173","57950","60368","63647","67889","71830","75831","80422","84591","88070","92298","97573","102258","106945","112002","116505","119573","123181","126932","130383","3451","2.7188","1282.5671","101.6578","1914","562","1352","11441","9723","1718","919","381","538","1863","606","1257","8985","7619","1366","1428","300","1128","1920","618","1302","9017","7903","1114","1379","344","1035","24047.5315","101.657839188297","18.7495309212282"
0,0,"143","2",Victoria,"21610",Casey,"180444","188914","198652","206646","213821","220440","228496","237529","246678","254471","261282","269240","278023","287937","299528","312789","324946","338087","352006","363970","369558","379104","392060","405415","13355","3.4064","409.4287","990.1968","5703","1645","4058","27212","24938","2274","5489","2275","3214","5511","1661","3850","20519","18730","1789","9114","1797","7317","5634","1684","3950","22747","19518","3229","8226","2050","6176","5800.8432","990.196827921443","14.1681401425938"
0,0,"144","2",Victoria,"21670",Central Goldfields,"12888","12835","12732","12566","12493","12434","12471","12531","12587","12600","12579","12714","12815","12884","12950","13087","13200","13330","13349","13304","13388","13520","13574","13704","130","0.9577","1532.7843","8.9406","94","173","-79","1033","845","188","41","18","23","106","213","-107","808","688","120","53","12","41","126","201","-75","845","673","172","49","16","33",,"8.94059261958777",
0,0,"145","2",Victoria,"21750",Colac Otway,"20686","20689","20697","20689","20684","20614","20687","20782","20844","20855","20799","20902","21035","21131","21230","21362","21595","21823","22037","22274","22309","22198","22272","22300","28","0.1257","3437.47","6.4873","223","214","9","1233","1437","-204","145","61","84","247","229","18","1003","1083","-80","183","47","136","226","217","9","994","1091","-97","170","54","116",,"6.48732934396518",
0,0,"146","2",Victoria,"21830",Corangamite,"17293","17232","17027","16962","16867","16815","16718","16636","16623","16563","16526","16470","16410","16340","16274","16243","16279","16231","16171","16108","16030","15999","15947","15846","-101","-0.6333","4407.492","3.5952","161","181","-20","1146","1193","-47","61","25","36","157","152","5","785","901","-116","79","20","59","173","151","22","795","968","-173","73","23","50",,"3.59524191989458",
0,0,"147","2",Victoria,"21890",Darebin,"127067","127359","127711","128735","130298","132299","134748","137525","140289","141780","142942","144986","147272","149511","151974","155126","156525","157103","157298","157056","150296","150605","155713","159963","4250","2.7294","53.4712","2991.573","1738","1123","615","14061","16597","-2536","4033","1803","2230","1591","1077","514","10502","11203","-701","6788","1493","5295","1675","1111","564","10886","11537","-651","6048","1711","4337","1116.9293","2991.57303370786","20.888427789165"
0,0,"148","2",Victoria,"22110",East Gippsland,"38843","39112","39329","39776","40173","40544","40969","41416","41904","42385","42826","43329","43809","44277","44868","45600","46219","46881","47464","47874","48477","48939","49176","49422","246","0.5002","20939.5016","2.3602","424","579","-155","3325","2808","517","173","73","100","420","558","-138","2329","2122","207","226","58","168","412","599","-187","2434","2141","293","206","66","140",,"2.36022809635545",
0,0,"149","2",Victoria,"22170",Frankston,"113306","114262","115483","117124","118530","120148","122182","124689","127252","129052","130350","132194","134351","136181","137790","139502","140601","141531","141970","142191","140824","141161","142808","144615","1807","1.2653","129.5981","1115.873","1865","1086","779","11204","12335","-1131","1172","483","689","1767","1131","636","8716","9229","-513","1907","383","1524","1796","1098","698","9444","9651","-207","1754","438","1316","2423.1063","1115.87284072837","18.6970819788253"
0,0,"150","2",Victoria,"22250",Gannawarra,"11873","11783","11661","11540","11455","11413","11207","11052","10923","10692","10453","10498","10526","10534","10536","10567","10602","10601","10562","10575","10615","10534","10419","10404","-15","-0.144","3737.5979","2.7836","92","145","-53","745","775","-30","3","1","2","103","160","-57","534","595","-61","4","1","3","102","124","-22","553","549","4","4","1","3",,"2.78360601604576",
0,0,"151","2",Victoria,"22310",Glen Eira,"122346","123197","123816","125037","126485","128474","130524","132900","135414","136515","137152","139116","141260","143694","145924","148583","150702","152389","153936","154656","150638","151824","156897","161057","4160","2.6514","38.6908","4162.669","1653","1020","633","12813","14404","-1591","4522","2378","2144","1390","1003","387","9157","9928","-771","7484","2027","5457","1492","973","519","9592","10410","-818","6773","2314","4459","382.2909","4162.66916166117","9.88066672180467"
0,0,"152","2",Victoria,"22410",Glenelg,"20083","20065","20039","20033","20051","20077","20035","20020","19995","19949","19848","19825","19797","19755","19722","19759","19802","19893","19992","20055","20058","20049","20021","20007","-14","-0.0699","6218.7884","3.2172","182","216","-34","1279","1291","-12","64","27","37","177","214","-37","889","941","-52","82","21","61","159","228","-69","968","965","3","75","23","52",,"3.21718616443036",
0,0,"153","2",Victoria,"22490",Golden Plains,"14872","15119","15477","15931","16390","16666","17022","17456","17941","18441","18958","19604","20362","20899","21388","22016","22613","23191","23810","24366","24892","25321","25812","26337","525","2.0339","2703.3899","9.7422","314","136","178","2191","1977","214","64","27","37","270","139","131","1781","1481","300","82","22","60","280","113","167","1870","1565","305","76","23","53",,"9.74221291571741",
0,0,"154","2",Victoria,"22620",Greater Bendigo,"89071","90176","91513","92535","93269","94577","96097","97417","99003","100506","101995","103905","105957","107955","109908","112267","114265","116186","118214","119958","121272","122704","124159","125805","1646","1.3257","2999.9717","41.9354","1445","1109","336","7122","6457","665","739","308","431","1434","1100","334","5210","4811","399","967","245","722","1460","1033","427","5376","4753","623","871","275","596",,"41.9353955905651",
0,0,"155","2",Victoria,"22670",Greater Dandenong,"127724","127336","127060","127293","128054","130068","132860","135884","138740","140212","142167","145116","148502","152135","156061","160222","162924","164895","166296","165648","160100","159294","163824","167298","3474","2.1206","129.5466","1291.412","1959","1152","807","10285","14781","-4496","4913","2030","2883","1888","1078","810","7774","10607","-2833","8156","1603","6553","1981","1132","849","8702","11603","-2901","7357","1831","5526",,"1291.4117390962",
0,0,"156","2",Victoria,"22750",Greater Geelong,"191534","194713","196973","198541","199996","201495","203802","206479","209429","212585","215837","219152","223357","227744","232926","239529","246384","253175","260134","266036","270932","276601","282787","289565","6778","2.3969","1247.9872","232.0256","3281","2225","1056","16803","13750","3053","2665","1105","1560","3459","2361","1098","12677","10248","2429","3527","868","2659","3406","2393","1013","13827","10390","3437","3320","992","2328",,"232.025616929404",
0,0,"157","2",Victoria,"22830",Greater Shepparton,"57610","57996","58379","58338","58419","58688","59208","59854","60758","61443","61744","62562","63244","63919","64489","65072","65955","66826","67733","68474","68526","68964","69133","69874","741","1.0718","2421.9092","28.8508","862","598","264","4027","4297","-270","761","317","444","803","602","201","2747","3523","-776","993","249","744","928","573","355","3220","3487","-267","935","282","653",,"28.8507925895818",
0,0,"158","2",Victoria,"22910",Hepburn,"14268","14192","14114","14097","13973","13926","14014","14187","14416","14561","14629","14825","15022","15184","15334","15525","15708","15902","16105","16339","16485","16573","16670","16824","154","0.9238","1472.9843","11.4217","122","200","-78","1460","1346","114","90","38","52","121","161","-40","1016","966","50","117","30","87","127","156","-29","1079","970","109","107","33","74",,"11.421710333233",
0,0,"159","2",Victoria,"22980",Hindmarsh,"6496","6452","6361","6274","6189","6119","6080","6032","6025","5954","5856","5857","5852","5844","5808","5784","5728","5691","5668","5668","5656","5601","5559","5464","-95","-1.7089","7524.1823","0.7262","49","77","-28","381","423","-42","26","11","15","50","83","-33","267","301","-34","33","8","25","53","95","-42","234","308","-74","30","9","21",,"0.726191868051895",
0,0,"160","2",Victoria,"23110",Hobsons Bay,"82854","83124","83107","82668","82990","83906","84819","85513","86767","87192","87395","88339","89188","90417","91674","93445","94543","95150","95818","95193","92267","91864","93740","95633","1893","2.0194","64.2405","1488.671","1155","637","518","7472","9222","-1750","1493","664","829","1052","645","407","5507","5926","-419","2424","536","1888","1144","657","487","6104","6323","-219","2238","613","1625","1779.2741","1488.6714767164","27.6970773888746"
0,0,"161","2",Victoria,"23190",Horsham,"18305","18326","18340","18413","18584","18770","18917","19060","19243","19390","19523","19608","19694","19748","19792","19884","19977","20064","20200","20385","20376","20348","20312","20376","64","0.3151","4266.769","4.7755","277","193","84","1151","1318","-167","95","40","55","209","196","13","937","1077","-140","124","33","91","259","193","66","968","1047","-79","113","36","77",,"4.77551046236625",
0,0,"162","2",Victoria,"23270",Hume,"135147","137854","140995","144546","149059","152797","157516","161863","166728","170952","174290","179202","184873","191278","198176","207041","216249","225526","235370","243643","246920","253182","262741","271709","8968","3.4132","503.8488","539.2669","3985","1169","2816","16689","15718","971","4216","1741","2475","3798","1151","2647","12922","11720","1202","7089","1379","5710","4232","1040","3192","13354","12326","1028","6320","1572","4748","4941.1628","539.266938811802","9.80683649539306"
0,0,"163","2",Victoria,"23350",Indigo,"14493","14603","14710","14810","14919","15038","15047","15128","15223","15287","15317","15454","15605","15732","15922","16165","16390","16613","16876","17115","17251","17425","17660","17788","128","0.7248","2040.471","8.7176","154","148","6","1547","1411","136","56","24","32","202","180","22","1178","1018","160","71","18","53","152","159","-7","1238","1148","90","66","21","45",,"8.71759510426759",
0,0,"164","2",Victoria,"23430",Kingston (Vic.),"133063","134216","135191","136121","137091","138390","140487","142817","146050","147407","148304","150435","152336","154210","156244","158941","160140","161685","163178","163196","159554","160107","163736","166521","2785","1.7009","91.3676","1822.539","1751","1197","554","12261","13866","-1605","2822","1218","1604","1540","1242","298","9324","9754","-430","4682","921","3761","1657","1192","465","9804","10662","-858","4232","1054","3178",,"1822.53884309099",
0,0,"165","2",Victoria,"23670",Knox,"146525","147952","149038","149068","149362","150275","151343","152538","154122","154643","154625","155406","156347","157434","158700","160353","161525","162459","163308","163242","160481","159549","161765","163302","1537","0.9501","113.9114","1433.588","1609","1168","441","11401","13887","-2486","1895","782","1113","1579","1160","419","8804","9508","-704","3120","619","2501","1463","1171","292","9366","10254","-888","2839","706","2133","2779.795","1433.58785863399","24.4031326100812"
0,0,"166","2",Victoria,"23810",Latrobe (Vic.),"69573","69575","69633","69754","69939","70536","71045","71702","72306","73082","73788","74004","74124","74134","74266","74622","75088","75586","76121","76714","77117","77705","78147","78845","698","0.8932","1425.613","55.306","898","821","77","4661","4388","273","407","169","238","900","847","53","3497","3517","-20","543","134","409","919","862","57","3804","3505","299","493","151","342",,"55.306033264287",
0,0,"167","2",Victoria,"23940",Loddon,"8473","8390","8284","8125","8012","7922","7883","7812","7741","7653","7546","7529","7518","7513","7531","7558","7569","7602","7629","7657","7703","7750","7747","7755","8","0.1033","6696.4447","1.1581","72","89","-17","646","599","47","30","13","17","59","93","-34","445","444","1","40","10","30","60","82","-22","463","459","4","37","11","26",,"1.15807721073244",
0,0,"168","2",Victoria,"24130",Macedon Ranges,"37325","37605","37942","38509","38998","39383","39900","40584","41582","42223","42883","43794","44595","45471","46373","47480","48415","49302","50162","50894","51599","52202","52915","53738","823","1.5553","1748.284","30.7376","554","358","196","4181","3940","241","285","119","166","548","373","175","2945","2729","216","416","94","322","480","327","153","3161","2776","385","390","105","285",,"30.7375689533279",
0,0,"169","2",Victoria,"24210",Manningham,"113194","113422","113434","113308","113432","113914","114771","115539","116372","116656","116750","117440","118357","119437","120785","122570","124126","125091","126873","127987","125821","126570","129543","131761","2218","1.7122","113.3479","1162.448","1011","1075","-64","9155","9987","-832","2881","1236","1645","901","1101","-200","6700","7290","-590","4750","987","3763","980","1020","-40","6970","7907","-937","4322","1127","3195","2445.4676","1162.44765011085","21.5748822871884"
0,0,"170","2",Victoria,"24250",Mansfield,"6718","6757","6807","6939","7124","7357","7465","7593","7754","7870","7942","8097","8276","8395","8530","8674","8897","9153","9417","9792","10121","10338","10546","10782","236","2.2378","3843.8535","2.805","68","73","-5","940","774","166","97","41","56","81","81","0","654","539","115","126","33","93","77","89","-12","773","604","169","115","36","79",,"2.80499764103913",
0,0,"171","2",Victoria,"24330",Maribyrnong,"60848","61557","62516","63168","64137","65518","67666","69902","71872","73613","75154","77179","79782","82463","84783","86942","88120","88871","89460","89418","86385","87605","91776","94251","2475","2.6968","31.2258","3018.369","1172","495","677","9919","10849","-930","2573","1100","1473","1021","460","561","7380","8158","-778","5282","894","4388","1098","463","635","7533","8527","-994","3858","1024","2834",,"3018.36942528294",
0,0,"172","2",Victoria,"24410",Maroondah,"99662","99999","100177","100476","101009","101430","102536","104034","106011","106677","107323","108434","109781","111421","113023","114800","116223","117125","117965","118295","116075","115759","117432","119354","1922","1.6367","61.4097","1943.569","1386","908","478","9406","11066","-1660","1475","609","866","1252","892","360","7387","8011","-624","2418","481","1937","1258","850","408","7993","8138","-145","2210","551","1659","1028.8407","1943.5691755537","16.7537164324203"
0,0,"173","2",Victoria,"24600",Melbourne,"55398","60415","65954","71425","76034","80154","85366","89937","94247","97623","100240","107578","118711","127975","136872","146096","155956","163363","168952","170589","153110","160328","177785","189381","11596","6.5225","37.5452","5044.08","1229","470","759","21591","21630","-39","17272","10774","6498","978","497","481","15484","17908","-2424","29086","9686","19400","1005","513","492","13466","17185","-3719","25880","11057","14823","1186.7385","5044.08020199653","31.6082615087947"
0,0,"174","2",Victoria,"24650",Melton,"52504","57724","63837","69145","74316","80595","86196","92552","99935","106848","112643","118329","123936","129309","134915","141420","148711","157019","165535","173566","181346","193285","206021","219697","13676","6.6382","527.5374","416.4577","3102","650","2452","19309","11038","8271","2070","854","1216","3254","681","2573","16381","8723","7658","3186","681","2505","3682","649","3033","18408","10098","8310","3107","774","2333","4031.9849","416.457676744815","7.64303137559536"
0,0,"175","2",Victoria,"24700",Merri-bek,"135540","136156","136630","137642","138963","140872","143694","146450","150114","152261","154247","156967","160282","164099","167870","172294","175110","177679","179327","180030","173500","174886","181265","186534","5269","2.9068","50.9522","3660.961","2292","1327","965","17365","19553","-2188","4898","2289","2609","2152","1232","920","12578","13279","-701","8194","2034","6160","2148","1126","1022","12876","13652","-776","7351","2328","5023",,"3660.96066509395",
0,0,"176","2",Victoria,"24780",Mildura,"48865","49405","49534","49677","49981","50540","50855","51140","51373","51625","51822","52475","53156","53737","54156","54658","55433","56154","56764","57335","56966","57250","57553","57626","73","0.1268","22081.9206","2.6096","704","591","113","3132","3305","-173","589","245","344","686","549","137","2236","2698","-462","819","191","628","716","532","184","2173","2758","-585","693","219","474",,"2.6096461917357",
0,0,"177","2",Victoria,"24850",Mitchell,"27526","28179","29158","29862","30492","30723","31529","32302","32897","33892","35105","36384","37788","39084","40264","41795","43045","44556","46373","48073","49712","51682","53712","56384","2672","4.9747","2862.0837","19.7003","695","277","418","5444","4096","1348","349","145","204","744","318","426","4504","3288","1216","503","115","388","784","336","448","5423","3517","1906","447","129","318","649.7245","19.7003323138314","0.227011006002375"
0,0,"178","2",Victoria,"24900",Moira,"26404","26437","26583","26684","26969","27477","27703","27968","28140","28331","28406","28675","28905","29100","29288","29486","29717","29910","30099","30298","30367","30584","30771","30836","65","0.2112","4045.9201","7.6215","304","354","-50","2433","2247","186","141","60","81","310","370","-60","1913","1802","111","182","46","136","308","370","-62","1776","1762","14","166","53","113",,"7.62150493283345",
0,0,"179","2",Victoria,"24970",Monash,"162135","162430","162824","163495","164949","167010","169145","171321","174398","175731","177345","180312","183255","186150","189174","192625","195666","198010","199762","200791","192893","195081","203687","209268","5581","2.74","81.4829","2568.244","1642","1562","80","15684","17896","-2212","8838","4518","4320","1551","1528","23","11081","13561","-2480","14689","3626","11063","1553","1508","45","11341","14885","-3544","13220","4140","9080","1338.9229","2568.2443801092","16.431949525606"
0,0,"180","2",Victoria,"25060",Moonee Valley,"104793","104856","104629","104632","105059","105717","106716","108417","110367","111363","112180","113673","115464","117763","120231","122871","124321","125487","126406","126786","122950","123119","126499","129732","3233","2.5558","43.1384","3007.344","1308","939","369","10252","11778","-1526","2417","1091","1326","1181","906","275","7886","7927","-41","4024","878","3146","1255","891","364","8331","8079","252","3620","1003","2617",,"3007.34380505536",
0,0,"181","2",Victoria,"25150",Moorabool,"24839","24943","25197","25378","25783","26077","26431","26813","27453","28047","28670","29363","30410","31066","31748","32672","33689","34662","35793","36944","37910","38526","39084","39814","730","1.8678","2110.5504","18.8643","498","267","231","3222","2927","295","153","63","90","469","255","214","2307","2132","175","221","52","169","517","271","246","2687","2362","325","217","58","159",,"18.8642735089387",
0,0,"182","2",Victoria,"25340",Mornington Peninsula,"131574","133997","135620","136674","137759","139317","141740","144403","147002","148542","149271","151700","154001","156500","158831","161528","164188","166564","168594","170186","170440","169733","170245","171450","1205","0.7078","723.992","236.812","1450","1747","-297","11431","12496","-1065","1148","493","655","1359","1663","-304","8718","9248","-530","1739","393","1346","1324","1696","-372","9786","9476","310","1718","451","1267",,"236.812008972475",
0,0,"183","2",Victoria,"25430",Mount Alexander,"16881","16968","17153","17180","17240","17304","17415","17585","17683","17806","17872","18053","18247","18501","18794","19097","19297","19500","19696","19939","20114","20324","20575","20799","224","1.0887","1529.6183","13.5975","154","174","-20","1548","1382","166","110","46","64","151","206","-55","1156","955","201","142","37","105","147","212","-65","1260","1059","201","130","42","88",,"13.5975099147284",
0,0,"184","2",Victoria,"25490",Moyne,"15525","15578","15605","15597","15635","15708","15744","15848","15976","16082","16167","16304","16431","16512","16591","16737","16779","16897","16997","17091","17296","17478","17608","17717","109","0.619","5481.686","3.232","193","127","66","1443","1381","62","92","38","54","202","155","47","976","981","-5","119","31","88","194","120","74","980","1020","-40","110","35","75",,"3.23203481556587",
0,0,"185","2",Victoria,"25620",Murrindindi,"13257","13349","13395","13381","13472","13663","13690","13748","13352","13318","13335","13456","13563","13687","13848","14052","14290","14561","14737","14872","15139","15353","15482","15603","121","0.7816","3879.7505","4.0217","132","126","6","1357","1184","173","60","25","35","138","153","-15","937","849","88","76","20","56","106","140","-34","1065","959","106","71","22","49",,"4.02165036127967",
0,0,"186","2",Victoria,"25710",Nillumbik,"60444","60501","60452","60682","61102","61515","61858","62367","62785","62838","62716","62935","63174","63433","63675","64174","64414","64542","64464","64322","63450","63066","63259","63693","434","0.6861","432.3373","147.3225","593","324","269","4170","5071","-901","427","179","248","541","355","186","3178","3682","-504","652","141","511","570","303","267","3400","3714","-314","641","160","481","10796.6092","147.32247252319","24.9726526024935"
0,0,"187","2",Victoria,"25810",Northern Grampians,"12857","12793","12616","12460","12285","12095","12095","12087","12117","12113","12054","11970","11880","11777","11644","11570","11591","11634","11707","11805","11886","11879","11878","11808","-70","-0.5893","5729.8765","2.0608","113","146","-33","825","839","-14","70","30","40","123","127","-4","585","649","-64","90","23","67","121","141","-20","597","703","-106","83","27","56",,"2.06077740069965",
0,0,"188","2",Victoria,"25900",Port Phillip,"80054","82220","84170","86017","87831","89641","91490","93174","95272","96375","97276","99893","102156","104451","106381","108627","109523","110733","111782","110574","103438","104096","109585","112669","3084","2.8143","20.6141","5465.628","1093","545","548","12629","14251","-1622","4238","2506","1732","971","511","460","9457","10175","-718","7827","2080","5747","941","504","437","9315","10648","-1333","6354","2374","3980","513.085","5465.62789546961","24.8900024740348"
0,0,"189","2",Victoria,"25990",Pyrenees,"6541","6546","6551","6561","6603","6648","6650","6661","6721","6748","6759","6860","6938","7047","7179","7316","7325","7327","7449","7544","7619","7653","7785","7958","173","2.2222","3434.5687","2.317","55","74","-19","716","677","39","24","10","14","61","75","-14","586","459","127","28","9","19","68","86","-18","609","436","173","27","9","18",,"2.31703037414858",
0,0,"190","2",Victoria,"26080",Queenscliffe,"3226","3196","3158","3119","3104","3086","3081","3077","3065","3059","3061","3057","3002","2970","2933","2929","2923","2954","2973","3095","3236","3221","3238","3302","64","1.9765","8.6166","383.2138","18","23","-5","309","330","-21","19","8","11","12","44","-32","174","144","30","26","7","19","15","28","-13","211","151","60","24","7","17",,"383.213796625119",
0,0,"191","2",Victoria,"26170",South Gippsland,"25762","25786","25910","25957","26068","26128","26350","26556","26903","27173","27512","27926","28273","28521","28781","29122","29361","29604","29923","30272","30388","30708","30822","31022","200","0.6489","3296.3307","9.4111","274","316","-42","2308","2026","282","139","59","80","291","323","-32","1553","1540","13","179","46","133","261","278","-17","1533","1428","105","165","53","112",,"9.41107031524477",
0,0,"192","2",Victoria,"26260",Southern Grampians,"16873","16862","16880","16854","16879","16858","16874","16869","16822","16705","16571","16461","16355","16255","16162","16123","16207","16291","16378","16506","16492","16401","16468","16525","57","0.3461","6654.0186","2.4835","167","191","-24","1014","1131","-117","87","37","50","173","204","-31","753","738","15","112","29","83","164","166","-2","784","796","-12","103","32","71",,"2.48346164827372",
0,0,"193","2",Victoria,"26350",Stonnington,"89424","90370","91034","92061","92893","94056","95228","96841","98186","98728","98853","101410","103487","105894","108028","111003","112134","113340","113800","112610","106190","106524","111416","114038","2622","2.3533","25.651","4445.753","945","719","226","11873","13445","-1572","4318","2638","1680","880","678","202","9077","9790","-713","7693","2290","5403","860","664","196","8835","10261","-1426","6468","2616","3852","266.1559","4445.75260223773","10.3760438189544"
0,0,"194","2",Victoria,"26430",Strathbogie,"9558","9538","9564","9489","9455","9509","9538","9552","9564","9598","9598","9744","9867","10018","10175","10357","10532","10734","10907","11158","11368","11515","11579","11739","160","1.3818","3303.2568","3.5538","107","136","-29","991","852","139","63","26","37","78","144","-66","726","656","70","80","20","60","90","152","-62","797","625","172","73","23","50",,"3.5537654838098",
0,0,"195","2",Victoria,"26490",Surf Coast,"20556","21001","21292","21518","21819","22333","23135","24064","25052","25861","26666","27530","28228","28874","29625","30465","31555","32750","34213","35827","37648","38672","39290","39928","638","1.6238","1552.944","25.7112","441","223","218","3453","2823","630","299","123","176","395","262","133","2285","2114","171","411","97","314","400","248","152","2287","2058","229","368","111","257",,"25.7111653736387",
0,0,"196","2",Victoria,"26610",Swan Hill,"21025","21065","21064","21009","20977","20950","20972","20976","21043","20982","20865","20971","21003","20940","20893","20896","21069","21240","21407","21499","21381","21239","21210","21094","-116","-0.5469","6115.5373","3.4492","292","216","76","1200","1573","-373","265","110","155","277","201","76","839","1195","-356","337","86","251","303","236","67","886","1284","-398","313","98","215",,"3.44924721495853",
0,0,"197","2",Victoria,"26670",Towong,"6216","6196","6148","6138","6105","6097","6060","6048","6050","6004","5918","5940","5961","5982","6005","6046","6064","6100","6142","6170","6186","6198","6243","6237","-6","-0.0961","6675.1725","0.9344","50","64","-14","528","520","8","32","14","18","57","61","-4","399","377","22","37","10","27","62","67","-5","393","425","-32","43","12","31",,"0.934357876144774",
0,0,"198","2",Victoria,"26700",Wangaratta,"26260","26341","26378","26464","26608","26776","26871","27005","27111","27200","27212","27438","27650","27862","28143","28592","28951","29269","29439","29517","29751","29915","30000","30169","169","0.5633","3645.1096","8.2766","315","300","15","1874","1801","73","130","54","76","299","332","-33","1320","1326","-6","167","43","124","265","309","-44","1535","1426","109","153","49","104",,"8.27656869357234",
0,0,"199","2",Victoria,"26730",Warrnambool,"29180","29658","29998","30266","30553","30959","31380","31696","32036","32370","32667","33059","33423","33729","34005","34242","34520","34823","35104","35418","35433","35576","35906","36150","244","0.6796","120.9487","298.887","357","356","1","2293","2368","-75","373","156","217","378","357","21","1660","1709","-49","479","121","358","396","331","65","1663","1781","-118","435","138","297",,"298.887048806643",
