X,Y,id,state_code,state_name,lga_code_2,lga_name_2,erp_2001,erp_2002,erp_2003,erp_2004,erp_2005,erp_2006,erp_2007,erp_2008,erp_2009,erp_2010,erp_2011,erp_2012,erp_2013,erp_2014,erp_2015,erp_2016,erp_2017,erp_2018,erp_2019,erp_2020,erp_2021,erp_2022,erp_2023,erp_2024,erp_change,erp_chan_1,area_km2,pop_densit,births_202,deaths_202,natural_in,internal_a,internal_d,net_intern,overseas_a,overseas_d,net_overse,births_2_1,deaths_2_1,natural__1,internal_1,internal_2,net_inte_1,overseas_1,overseas_2,net_over_1,births_2_2,deaths_2_2,natural__2,internal_3,internal_4,net_inte_2,overseas_3,overseas_4,net_over_2,green_spac,pop_dens_1,Green_Pct
146.5182272,-18.68589506,264,3,Queensland,35790,Palm Island,2269,2249,2202,2155,2103,2070,2162,2265,2333,2430,2538,2539,2529,2527,2550,2581,2465,2369,2274,2205,2180,2193,2213,2287,74,3.343900000000000,71.992800000000003,31.767099999999999,50,17,33,128,148,-20,0,0,0,30,15,15,134,129,5,0,0,0,87,16,71,126,123,3,0,0,0,,31.767065595448432,
146.5329764,-18.7687966,264,3,Queensland,35790,Palm Island,2269,2249,2202,2155,2103,2070,2162,2265,2333,2430,2538,2539,2529,2527,2550,2581,2465,2369,2274,2205,2180,2193,2213,2287,74,3.343900000000000,71.992800000000003,31.767099999999999,50,17,33,128,148,-20,0,0,0,30,15,15,134,129,5,0,0,0,87,16,71,126,123,3,0,0,0,,31.767065595448432,
146.5521283,-18.77091825,264,3,Queensland,35790,Palm Island,2269,2249,2202,2155,2103,2070,2162,2265,2333,2430,2538,2539,2529,2527,2550,2581,2465,2369,2274,2205,2180,2193,2213,2287,74,3.343900000000000,71.992800000000003,31.767099999999999,50,17,33,128,148,-20,0,0,0,30,15,15,134,129,5,0,0,0,87,16,71,126,123,3,0,0,0,,31.767065595448432,
146.6665246,-18.77692327,264,3,Queensland,35790,Palm Island,2269,2249,2202,2155,2103,2070,2162,2265,2333,2430,2538,2539,2529,2527,2550,2581,2465,2369,2274,2205,2180,2193,2213,2287,74,3.343900000000000,71.992800000000003,31.767099999999999,50,17,33,128,148,-20,0,0,0,30,15,15,134,129,5,0,0,0,87,16,71,126,123,3,0,0,0,,31.767065595448432,
146.6186029,-18.73835376,264,3,Queensland,35790,Palm Island,2269,2249,2202,2155,2103,2070,2162,2265,2333,2430,2538,2539,2529,2527,2550,2581,2465,2369,2274,2205,2180,2193,2213,2287,74,3.343900000000000,71.992800000000003,31.767099999999999,50,17,33,128,148,-20,0,0,0,30,15,15,134,129,5,0,0,0,87,16,71,126,123,3,0,0,0,,31.767065595448432,
146.5541197,-18.66795349,264,3,Queensland,35790,Palm Island,2269,2249,2202,2155,2103,2070,2162,2265,2333,2430,2538,2539,2529,2527,2550,2581,2465,2369,2274,2205,2180,2193,2213,2287,74,3.343900000000000,71.992800000000003,31.767099999999999,50,17,33,128,148,-20,0,0,0,30,15,15,134,129,5,0,0,0,87,16,71,126,123,3,0,0,0,,31.767065595448432,
145.7713181,-28.0729545,265,3,Queensland,35800,Paroo,2172,2127,2106,2075,2042,1991,1946,1921,1909,1924,1937,1903,1849,1807,1734,1668,1679,1666,1671,1683,1707,1712,1725,1729,4,0.2319,47614.922500000000582,0.0363,28,18,10,157,165,-8,7,4,3,20,13,7,132,133,-1,11,4,7,18,19,-1,170,167,3,6,4,2,,0.036312146,
141.8074152,-14.71941722,266,3,Queensland,36070,Pormpuraaw,618,622,622,623,623,621,647,662,673,691,715,730,737,747,764,785,774,743,708,672,632,637,644,647,3,0.4658,4395.365399999999681,0.1472,7,2,5,26,27,-1,2,1,1,12,2,10,31,35,-4,2,1,1,14,2,12,28,38,-10,2,1,1,,0.147200504,
141.5899456,-14.16854511,266,3,Queensland,36070,Pormpuraaw,618,622,622,623,623,621,647,662,673,691,715,730,737,747,764,785,774,743,708,672,632,637,644,647,3,0.4658,4395.365399999999681,0.1472,7,2,5,26,27,-1,2,1,1,12,2,10,31,35,-4,2,1,1,14,2,12,28,38,-10,2,1,1,,0.147200504,
143.8934453,-26.34881688,267,3,Queensland,36150,Quilpie,1086,1064,1045,1025,1019,1012,994,992,996,1003,1007,983,944,915,868,825,805,772,742,721,702,703,708,709,1,0.1412,67414.656300000002375,0.0105,14,5,9,97,107,-10,3,1,2,23,4,19,48,65,-17,5,2,3,7,6,1,75,76,-1,3,2,1,,0.010517001,
153.2923981,-27.52970739,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3551315,-27.49836706,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3292105,-27.68682551,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3322668,-27.65150078,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3548738,-27.67346165,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3245647,-27.60823048,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3304904,-27.56987703,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3434504,-27.63008384,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3379895,-27.6124914,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3599635,-27.61087705,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.4033351,-27.65511209,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.4543763,-27.54639824,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.2448977,-27.58267708,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3801777,-27.62481962,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3843765,-27.51611515,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3822234,-27.67390919,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
153.3722702,-27.63859306,268,3,Queensland,36250,Redland,115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145719,147328,148833,150107,152216,154656,156885,158937,160418,161709,163729,166799,170225,3426,2.054000000000000,537.167199999999980,316.893899999999974,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,316.893883319755957,
142.9010647,-20.54064204,269,3,Queensland,36300,Richmond,1128,1090,1062,1007,975,935,908,895,898,873,847,841,839,838,820,806,791,785,777,769,769,777,781,788,7,0.8963,26580.747999999999593,0.0296,17,8,9,78,80,-2,3,2,1,15,5,10,37,46,-9,5,2,3,16,6,10,70,76,-6,5,2,3,,0.029645516,
150.2184276,-23.44113067,270,3,Queensland,36370,Rockhampton,70480,70909,71499,72420,73185,74204,75195,76272,77448,78193,78939,80555,81745,82136,82026,81322,81322,81406,81842,82352,82882,83596,84508,85334,826,0.9774,6570.266700000000128,12.987900000000000,1155,756,399,6315,6243,72,492,249,243,1070,745,325,4828,4751,77,773,263,510,993,726,267,5124,4994,130,725,296,429,,12.987905041967322,
152.7962128,-28.06232676,271,3,Queensland,36510,Scenic Rim,30030,30715,31930,32749,33560,34231,34983,35578,36525,37167,37437,37966,38732,39882,40307,40984,41643,42371,42856,43255,43592,44331,45245,46036,791,1.748300000000000,4243.001400000000103,10.849900000000000,402,345,57,4381,3800,581,204,103,101,416,361,55,3618,3108,510,457,108,349,398,347,51,3878,3401,477,385,122,263,,10.849866794764669,
152.4252194,-27.00892379,272,3,Queensland,36580,Somerset,17866,18117,18361,18609,19085,19608,19919,20366,21071,21717,22200,22761,23619,24459,24681,25153,25286,25326,25355,25322,25388,25711,26247,26579,332,1.264900000000000,5373.433500000000095,4.946400000000000,263,193,70,2626,2437,189,133,69,64,260,222,38,2600,2317,283,287,72,215,260,186,74,2439,2299,140,198,80,118,,4.946371812361686,
151.6469317,-26.40520794,273,3,Queensland,36630,South Burnett,27651,27942,28251,28630,29050,29699,30114,30583,31173,31518,31803,32340,32647,32606,32589,32625,32680,32698,32784,32952,33323,33783,34289,34745,456,1.329900000000000,8381.558000000000902,4.145400000000001,372,351,21,2957,2579,378,128,67,61,332,358,-26,2519,2129,390,211,69,142,343,355,-12,2478,2116,362,181,75,106,,4.145410674244573,
151.8857993,-28.40543213,274,3,Queensland,36660,Southern Downs,31064,31361,31593,31729,32010,32411,32933,33451,33976,34313,34649,35013,35501,35580,35566,35638,35899,36118,36239,36393,36637,36991,37441,37820,379,1.012300000000000,7106.435999999999694,5.321900000000000,373,410,-37,2939,2626,313,160,82,78,362,413,-51,2459,2117,342,243,84,159,367,436,-69,2503,2203,300,242,94,148,,5.321936340522874,
153.0686598,-26.97262285,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0682021,-26.97626058,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.057556,-26.97674318,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.062918,-26.9089465,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0637983,-26.91387064,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0658621,-26.9221194,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1145878,-26.61460815,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1121332,-26.87953067,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1119269,-26.88412558,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0763127,-26.95509509,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0738297,-26.93187105,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.105325,-26.89160406,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0852274,-26.89787217,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0981112,-26.89413026,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.088183,-26.8987246,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.0934579,-26.89773271,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
152.8945637,-26.6922821,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1126859,-26.91453128,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1205591,-26.86261226,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1226052,-26.87089677,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1203043,-26.87543312,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
153.1219194,-26.84309659,275,3,Queensland,36720,Sunshine Coast,198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274828,281969,288652,295317,302841,311426,320606,329946,338389,346634,355904,365936,375328,9392,2.566600000000000,2253.852199999999812,166.527299999999997,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,166.527334844760475,
145.330542,-17.93077956,276,3,Queensland,36820,Tablelands,21894,22201,22502,22699,22861,23228,23553,23885,24103,24230,24372,24603,24827,25060,25111,25217,25521,25849,26071,26309,26488,26806,27258,27630,372,1.364700000000000,11292.869500000000698,2.446700000000000,251,249,2,2208,1966,242,152,78,74,253,307,-54,1871,1522,349,237,80,157,228,293,-65,1856,1575,281,246,90,156,,2.446676639626447,
151.5338991,-27.58197939,277,3,Queensland,36910,Toowoomba,134955,136619,138528,140827,143791,145992,147927,150140,152525,154222,155473,157884,159916,161523,162775,164168,166901,169319,171566,173562,175255,178387,181805,184377,2572,1.414700000000000,12957.210300000000643,14.229699999999999,2204,1447,757,12707,10961,1746,1298,669,629,2111,1549,562,10271,8924,1347,2190,681,1509,2095,1474,621,10269,9623,646,2078,773,1305,,14.229683375595130,
142.3534069,-10.54488509,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
142.3063254,-10.52862238,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
142.2278919,-10.35147958,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
142.1103779,-10.34554195,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
142.0922716,-10.31653612,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
142.1022732,-10.29109179,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
142.117964,-10.19096791,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
142.5127351,-10.18900913,278,3,Queensland,36950,Torres,3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3567,3647,3717,3753,3799,3784,3721,3652,3589,3532,3517,3501,3495,-6,-0.1714,883.740199999999959,3.954800000000000,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,3.954782185986334,
